5.620000	10.124000	h1
10.124000	15.901000	c
36.052000	40.781000	h2
40.781000	46.402000	c
66.844000	71.419000	h1
71.419000	77.313000	c
97.533000	102.125000	h2
102.125000	108.019000	c
128.307000	132.763000	h1
132.694000	138.657000	c
158.945000	163.469000	h2
163.537000	169.226000	c
189.582000	194.243000	h1
194.243000	199.726000	c
220.014000	224.675000	h2
224.675000	230.364000	c
250.857000	255.313000	h1
255.313000	261.138000	c
281.426000	285.882000	h2
285.950000	291.845000	c
312.132000	316.725000	h1
316.725000	322.551000	c
342.839000	347.019000	h2
2.496000	3.467000	p2
9.014000	10.124000	p1
20.213000	21.877000	p1
24.997000	26.453000	p1
29.296000	30.267000	p4
33.110000	33.977000	p4
36.681000	38.137000	p1
46.805000	48.122000	p1
50.896000	52.491000	p1
54.987000	56.374000	p4
58.732000	59.980000	p4
62.545000	63.932000	p1
66.844000	68.023000	p1
70.797000	71.698000	p4
78.273000	80.329000	p1
82.522000	84.236000	p1
86.566000	87.937000	p4
90.130000	91.433000	p4
93.832000	95.545000	p1
98.013000	99.315000	p1
109.527000	110.898000	p1
113.640000	115.148000	p1
117.684000	118.849000	p4
121.385000	122.550000	p4
125.017000	126.320000	p1
128.993000	129.952000	p4
132.488000	133.037000	p1q
140.645000	141.810000	p4
144.277000	145.717000	p1
148.253000	149.692000	p4
151.885000	153.462000	p1
155.861000	157.437000	p4
159.425000	160.796000	p4
163.126000	163.811000	p1q
170.939000	172.584000	p1
174.846000	176.149000	p1
178.822000	180.055000	p4
182.386000	183.757000	p1
186.361000	187.663000	p1
190.199000	191.570000	p4
193.763000	194.243000	p4q
201.234000	202.948000	p1
205.278000	206.855000	p4
208.842000	210.350000	p4
212.406000	214.120000	p1
216.245000	217.684000	p4
219.740000	221.317000	p4
223.304000	224.675000	p1
230.707000	232.557000	p4q
234.202000	235.847000	p1
238.246000	239.685000	p1
242.016000	243.524000	p4
245.648000	246.882000	p4
249.075000	250.378000	p1
252.845000	254.284000	p4
263.674000	265.182000	p4
267.170000	268.884000	p1
271.077000	272.585000	p1
274.915000	276.423000	p4
278.479000	280.124000	p4
281.701000	283.071000	p1
285.607000	286.224000	p1q
293.147000	294.655000	p4
296.437000	298.013000	p1
300.481000	301.783000	p1
304.250000	305.416000	p4
307.540000	309.048000	p1
311.447000	312.407000	p4
314.943000	315.971000	p4
325.498000	326.800000	p4
328.925000	330.433000	p1
332.557000	333.997000	p4
336.122000	337.492000	p1
339.960000	341.194000	p1
343.455000	344.826000	p4
