9.534000	14.007000	h1
14.007000	19.797000	c
40.148000	44.690000	h2
44.690000	50.515000	c
70.970000	75.373000	h1
75.373000	81.198000	c
101.619000	106.057000	h2
106.057000	111.985000	c
132.337000	136.809000	h1
136.809000	142.461000	c
162.847000	167.285000	h2
167.285000	173.213000	c
193.634000	198.141000	h1
198.141000	204.000000	c
224.421000	228.824000	h2
228.824000	234.649000	c
254.966000	259.438000	h1
259.369000	265.159000	c
285.476000	290.087000	h2
290.087000	295.704000	c
316.090000	320.597000	h1
320.597000	326.421000	c
346.808000	350.448000	h2
6.379000	7.142000	p2
13.071000	14.007000	p1
24.685000	25.483000	p3
28.915000	29.886000	p4
32.659482	33.838274	p1
37.028000	37.860000	p4
40.876000	41.708000	p4
52.422000	53.496000	p4
56.131000	57.206000	p1
60.222000	61.401000	p1
64.452000	65.458000	p4
68.127000	69.341000	p1
72.357000	73.362000	p1
83.902000	85.046000	p1
88.167000	89.103000	p4
91.807000	92.605000	p4
95.552000	96.626000	p1
99.539000	100.440000	p4
103.283000	104.046000	p4
115.106000	115.972000	p4
118.781000	119.578000	p4
122.525000	123.392000	p1
126.443000	127.448000	p1
130.638000	131.401000	p4
134.417000	135.318000	p1
145.928000	146.898000	p1
149.949000	150.920000	p4
153.590000	154.595000	p1
157.715000	158.478000	p4
161.321000	162.049000	p4
164.962000	165.828000	p1
175.987000	176.888000	p1
179.870000	180.841000	p4
183.476000	184.412000	p1
187.601000	188.468000	p1
191.346000	192.351000	p4
194.951000	196.061000	p1
206.393000	207.398000	p4
209.998000	211.004000	p1
213.881000	214.818000	p1
217.834000	218.839000	p4
221.336000	222.376000	p4
225.080000	225.912000	p1
236.313000	237.180000	p1
240.092000	240.820000	p4
243.594000	244.495000	p4
247.200000	248.066000	p1
250.944000	251.984000	p4
254.446000	255.486000	p1
258.502000	259.265000	p4
265.852000	266.615000	p1
269.597000	270.463000	p4
273.133000	273.965000	p1
276.843000	277.467000	p4
280.449000	281.142000	p4
283.916000	284.678000	p1
287.833000	288.631000	p1
298.373000	299.275000	p1
302.187000	303.019000	p4
305.550000	306.555000	p4
309.121000	309.884000	p1
312.969000	313.801000	p1
316.575000	317.372000	p4
320.042000	320.840000	p1
327.670000	328.571000	p4
331.067000	332.073000	p4
334.569000	335.470000	p1
338.279000	339.076000	p1
342.127000	342.890000	p4
345.525000	346.322000	p4
348.923000	349.859000	p1
