Frequency (Hz)	Level (dB)
5566.333008	-95.358223
5569.024658	-99.446594
5571.716309	-95.415649
5574.407959	-99.916801
5577.099609	-93.702461
5579.791260	-93.190605
5582.482910	-95.086922
5585.174561	-93.162422
5587.866211	-90.713631
5590.557861	-88.401093
5593.249512	-91.333374
5595.941162	-92.424660
5598.632812	-90.746429
5601.324463	-89.689354
5604.016113	-87.085785
5606.707764	-86.140045
5609.399414	-89.900795
5612.091064	-92.197334
5614.782715	-91.580688
5617.474365	-87.932404
5620.166016	-89.190163
5622.857666	-93.986748
5625.549316	-93.199265
5628.240967	-86.779137
5630.932617	-89.785530
5633.624268	-95.403694
5636.315918	-97.844780
5639.007568	-101.006859
5641.699219	-93.841721
5644.390869	-90.402168
5647.082520	-97.685051
5649.774170	-101.043854
5652.465820	-102.707794
5655.157471	-98.953003
5657.849121	-96.473671
5660.540771	-93.769333
5663.232422	-92.606659
5665.924072	-91.227341
5668.615723	-93.648491
5671.307373	-100.685173
5673.999023	-95.084183
5676.690674	-94.778473
5679.382324	-98.494308
5682.073975	-93.146744
5684.765625	-94.289696
5687.457275	-94.382446
5690.148926	-91.534950
5692.840576	-87.969948
5695.532227	-86.488960
5698.223877	-92.993958
5700.915527	-99.145653
5703.607178	-99.315697
5706.298828	-98.137459
5708.990479	-96.705299
5711.682129	-89.704170
5714.373779	-88.619469
5717.065430	-88.339821
5719.757080	-87.867928
5722.448730	-88.565376
5725.140381	-91.362389
5727.832031	-88.772369
5730.523682	-87.575439
5733.215332	-91.954819
5735.906982	-96.982452
5738.598633	-95.636391
5741.290283	-90.695602
5743.981934	-88.623878
5746.673584	-90.932007
5749.365234	-92.677109
5752.056885	-91.963379
5754.748535	-89.629326
5757.440186	-92.114838
5760.131836	-96.112701
5762.823486	-95.925667
5765.515137	-95.726288
5768.206787	-93.691437
5770.898438	-103.877075
5773.590088	-99.726196
5776.281738	-91.026268
5778.973389	-94.120102
5781.665039	-91.432610
5784.356689	-87.089699
5787.048340	-90.802322
5789.739990	-91.064537
5792.431641	-89.295387
5795.123291	-91.755562
5797.814941	-87.998627
5800.506592	-88.263100
5803.198242	-89.738068
5805.889893	-87.762581
5808.581543	-84.665733
5811.273193	-84.549492
5813.964844	-88.420967
5816.656494	-86.943604
5819.348145	-85.895706
5822.039795	-84.523300
5824.731445	-84.043381
5827.423096	-85.520149
5830.114746	-84.354309
5832.806396	-84.950752
5835.498047	-87.359383
5838.189697	-88.521790
5840.881348	-86.897041
5843.572998	-88.085808
5846.264648	-89.592422
5848.956299	-94.222664
5851.647949	-92.600311
5854.339600	-94.561531
5857.031250	-92.434677
5859.722900	-91.776680
5862.414551	-91.424675
5865.106201	-96.633583
5867.797852	-98.110802
5870.489502	-94.722000
5873.181152	-89.281548
5875.872803	-90.253540
5878.564453	-91.829445
5881.256104	-91.828400
5883.947754	-90.659149
5886.639404	-89.857445
5889.331055	-91.851219
5892.022705	-92.071396
5894.714355	-89.768799
5897.406006	-92.254799
5900.097656	-93.676079
5902.789307	-89.797714
5905.480957	-87.449440
5908.172607	-91.325829
5910.864258	-91.601814
5913.555908	-87.372849
5916.247559	-89.003761
5918.939209	-92.055626
5921.630859	-94.576790
5924.322510	-98.096535
5927.014160	-93.462135
5929.705811	-94.864082
5932.397461	-96.315254
5935.089111	-96.575829
5937.780762	-94.940880
5940.472412	-91.425865
5943.164062	-87.960541
5945.855713	-90.111618
5948.547363	-93.575493
5951.239014	-96.337852
5953.930664	-90.455162
5956.622314	-96.667603
5959.313965	-98.284592
5962.005615	-92.888718
5964.697266	-93.027702
5967.388916	-95.675735
5970.080566	-92.783676
5972.772217	-94.529663
5975.463867	-99.534096
5978.155518	-95.319839
5980.847168	-91.542450
5983.538818	-90.674149
5986.230469	-88.990372
5988.922119	-88.361656
5991.613770	-91.037300
5994.305420	-93.123611
5996.997070	-92.197250
5999.688721	-88.287407
6002.380371	-92.582832
6005.072021	-97.784180
6007.763672	-97.485306
6010.455322	-91.711121
6013.146973	-87.721802
6015.838623	-88.591171
6018.530273	-92.886864
6021.221924	-91.657593
6023.913574	-98.680695
6026.605225	-99.551720
6029.296875	-96.674889
6031.988525	-94.443604
6034.680176	-93.615196
6037.371826	-91.817009
6040.063477	-93.392014
6042.755127	-96.253830
6045.446777	-94.862625
6048.138428	-101.185791
6050.830078	-96.766121
6053.521729	-95.731644
6056.213379	-100.909897
6058.905029	-99.511551
6061.596680	-101.289223
6064.288330	-97.182617
6066.979980	-92.880692
6069.671631	-90.654617
6072.363281	-97.537010
6075.054932	-99.264664
6077.746582	-101.460167
6080.438232	-97.807251
6083.129883	-94.876648
6085.821533	-90.190819
6088.513184	-90.386223
6091.204834	-92.910179
6093.896484	-94.684250
6096.588135	-93.747803
6099.279785	-92.529732
6101.971436	-92.276817
6104.663086	-88.793617
6107.354736	-88.777016
6110.046387	-88.791077
6112.738037	-90.167114
6115.429688	-90.746223
6118.121338	-92.130257
6120.812988	-95.046753
6123.504639	-94.092247
6126.196289	-90.399483
6128.887939	-88.805824
6131.579590	-89.029396
6134.271240	-91.032791
6136.962891	-90.628876
6139.654541	-101.694702
6142.346191	-105.138809
6145.037842	-94.579872
6147.729492	-89.035553
6150.421143	-90.059837
6153.112793	-93.303513
6155.804443	-94.607880
6158.496094	-93.502617
6161.187744	-94.035728
6163.879395	-91.693054
6166.571045	-91.318756
6169.262695	-92.130402
6171.954346	-88.716003
6174.645996	-85.863312
6177.337646	-91.723747
6180.029297	-95.255928
6182.720947	-92.844376
6185.412598	-91.853577
6188.104248	-94.396149
6190.795898	-93.210068
6193.487549	-92.660889
6196.179199	-90.750656
6198.870850	-91.217041
6201.562500	-99.589478
6204.254150	-97.801254
6206.945801	-93.847321
6209.637451	-95.250977
6212.329102	-92.797951
6215.020752	-92.480019
6217.712402	-88.808983
6220.404053	-90.700615
6223.095703	-92.631081
6225.787354	-91.818558
6228.479004	-94.524529
6231.170654	-96.971436
6233.862305	-89.442543
6236.553955	-89.386047
6239.245605	-94.743889
6241.937256	-96.416901
6244.628906	-98.230125
6247.320557	-95.718201
6250.012207	-95.745636
6252.703857	-90.909576
6255.395508	-90.241402
6258.087158	-91.613350
6260.778809	-98.355789
6263.470459	-94.769890
6266.162109	-91.652306
6268.853760	-90.980919
6271.545410	-95.741447
6274.237061	-95.119179
6276.928711	-92.581963
6279.620361	-95.788284
6282.312012	-92.887032
6285.003662	-91.367889
6287.695312	-93.860405
6290.386963	-94.954765
6293.078613	-95.757835
6295.770264	-93.650566
6298.461914	-96.274284
6301.153564	-106.752815
6303.845215	-96.963936
6306.536865	-93.238304
6309.228516	-93.613724
6311.920166	-98.658745
6314.611816	-98.962082
6317.303467	-91.875099
6319.995117	-94.947639
6322.686768	-101.313232
6325.378418	-92.974075
6328.070068	-94.433365
6330.761719	-97.156784
6333.453369	-93.689453
6336.145020	-91.855904
6338.836670	-92.185455
6341.528320	-92.790535
6344.219971	-95.906418
6346.911621	-101.643166
6349.603271	-97.540855
6352.294922	-95.619698
6354.986572	-94.445229
6357.678223	-93.605202
6360.369873	-94.751755
6363.061523	-94.176765
6365.753174	-93.382286
6368.444824	-97.102577
6371.136475	-94.917862
6373.828125	-92.413284
6376.519775	-93.570007
6379.211426	-94.666046
6381.903076	-96.646957
6384.594727	-100.125519
6387.286377	-92.946114
6389.978027	-94.800186
6392.669678	-95.341980
6395.361328	-96.678352
6398.052979	-102.633629
6400.744629	-98.328918
6403.436279	-96.864174
6406.127930	-95.023308
6408.819580	-95.263092
6411.511230	-98.318626
6414.202881	-98.459724
6416.894531	-105.268921
6419.586182	-95.462120
6422.277832	-95.522949
6424.969482	-96.930557
6427.661133	-91.462402
6430.352783	-92.795273
6433.044434	-96.557823
6435.736084	-95.588722
6438.427734	-95.929207
6441.119385	-98.819389
6443.811035	-96.273407
6446.502686	-93.625793
6449.194336	-91.388611
6451.885986	-89.624977
6454.577637	-93.401772
6457.269287	-102.269127
6459.960938	-103.273285
6462.652588	-99.687149
6465.344238	-94.089088
6468.035889	-89.202309
6470.727539	-90.028397
6473.419189	-91.928505
6476.110840	-95.121201
6478.802490	-99.152664
6481.494141	-96.663406
6484.185791	-95.349228
6486.877441	-87.740341
6489.569092	-85.566620
6492.260742	-89.505325
6494.952393	-94.416435
6497.644043	-93.716766
6500.335693	-96.886597
6503.027344	-105.093735
6505.718994	-98.762070
6508.410645	-93.655106
6511.102295	-89.736885
6513.793945	-88.746040
6516.485596	-91.609680
6519.177246	-90.934143
6521.868896	-93.729454
6524.560547	-99.944923
6527.252197	-96.331566
6529.943848	-93.005440
6532.635498	-92.180588
6535.327148	-93.038902
6538.018799	-91.619804
6540.710449	-91.671921
6543.402100	-96.340843
6546.093750	-95.035591
6548.785400	-91.432556
6551.477051	-97.665169
6554.168701	-99.402954
6556.860352	-93.625839
6559.552002	-88.758446
6562.243652	-90.695122
6564.935303	-98.553505
6567.626953	-97.173424
6570.318604	-93.722107
6573.010254	-92.682785
6575.701904	-94.452629
6578.393555	-100.682076
6581.085205	-93.501442
6583.776855	-91.736061
6586.468506	-96.230927
6589.160156	-96.611023
6591.851807	-97.962677
6594.543457	-100.379539
6597.235107	-94.161736
6599.926758	-93.346298
6602.618408	-92.137321
6605.310059	-91.869522
6608.001709	-92.399712
6610.693359	-95.599045
6613.385010	-95.539726
6616.076660	-97.320137
6618.768311	-94.447945
6621.459961	-95.007050
6624.151611	-96.458954
6626.843262	-100.799202
6629.534912	-100.820587
6632.226562	-97.231735
6634.918213	-92.748260
6637.609863	-92.686279
6640.301514	-95.513008
6642.993164	-95.368469
6645.684814	-92.814224
6648.376465	-92.156990
6651.068115	-89.928757
6653.759766	-92.043839
6656.451416	-99.241631
6659.143066	-99.835617
6661.834717	-95.357323
6664.526367	-93.434303
6667.218018	-91.780647
6669.909668	-98.772781
6672.601318	-97.562561
6675.292969	-93.082016
6677.984619	-90.655815
6680.676270	-91.383423
6683.367920	-96.283394
6686.059570	-99.261292
6688.751221	-96.127335
6691.442871	-94.165024
6694.134521	-95.191422
6696.826172	-91.519691
6699.517822	-90.187897
6702.209473	-93.086182
6704.901123	-97.279182
6707.592773	-95.615532
6710.284424	-95.715645
6712.976074	-93.371185
6715.667725	-95.005531
6718.359375	-94.259117
6721.051025	-92.852432
6723.742676	-91.295914
6726.434326	-95.788528
6729.125977	-93.256523
6731.817627	-97.878845
6734.509277	-95.896126
6737.200928	-98.634209
6739.892578	-96.185165
6742.584229	-96.203621
6745.275879	-90.323547
6747.967529	-94.666946
6750.659180	-94.468369
6753.350830	-94.796577
6756.042480	-97.220924
6758.734131	-92.200897
6761.425781	-91.271957
6764.117432	-94.851631
6766.809082	-96.769379
6769.500732	-95.516838
6772.192383	-98.901833
6774.884033	-96.248291
6777.575684	-94.402374
6780.267334	-91.721703
6782.958984	-89.383690
6785.650635	-90.227882
6788.342285	-91.294083
6791.033936	-90.903084
6793.725586	-95.684204
6796.417236	-93.489670
6799.108887	-90.438042
6801.800537	-89.884781
6804.492188	-92.638771
6807.183838	-96.554405
6809.875488	-91.226082
6812.567139	-94.969864
6815.258789	-94.897224
6817.950439	-91.618347
6820.642090	-94.567383
6823.333740	-94.133034
6826.025391	-90.855049
6828.717041	-93.196243
6831.408691	-92.978401
6834.100342	-94.729607
6836.791992	-91.540344
6839.483643	-92.503319
6842.175293	-93.525223
6844.866943	-93.780396
6847.558594	-97.614136
6850.250244	-93.811516
6852.941895	-93.822548
6855.633545	-91.183510
6858.325195	-91.788216
6861.016846	-91.739594
6863.708496	-92.922325
6866.400146	-90.874763
6869.091797	-93.421921
6871.783447	-92.791687
6874.475098	-91.465843
6877.166748	-94.847542
6879.858398	-97.140335
6882.550049	-94.560738
6885.241699	-93.190269
6887.933350	-90.378075
6890.625000	-91.551346
6893.316650	-96.644363
6896.008301	-94.108307
6898.699951	-91.031158
6901.391602	-92.054665
6904.083252	-102.355515
6906.774902	-94.760925
6909.466553	-90.693626
6912.158203	-90.081467
6914.849854	-92.365616
6917.541504	-94.485504
6920.233154	-93.532677
6922.924805	-94.870605
6925.616455	-95.145515
6928.308105	-96.577263
6930.999756	-106.884499
6933.691406	-105.625412
6936.383057	-101.762123
6939.074707	-99.014687
6941.766357	-97.530304
6944.458008	-93.819069
6947.149658	-95.696602
6949.841309	-90.039146
6952.532959	-91.094727
6955.224609	-93.124504
6957.916260	-92.040352
6960.607910	-89.871506
6963.299561	-92.148750
6965.991211	-97.906914
6968.682861	-94.510727
6971.374512	-93.437241
6974.066162	-94.568001
6976.757812	-96.883354
6979.449463	-96.025948
6982.141113	-94.727066
6984.832764	-92.506874
6987.524414	-91.962746
6990.216064	-94.907944
6992.907715	-93.380081
6995.599365	-93.060776
6998.291016	-89.576630
7000.982666	-94.581924
7003.674316	-104.676506
7006.365967	-90.338562
7009.057617	-90.215378
7011.749268	-101.221428
7014.440918	-101.678650
7017.132568	-99.989990
7019.824219	-91.376381
7022.515869	-93.795074
7025.207520	-102.758812
7027.899170	-105.470871
7030.590820	-98.765648
7033.282471	-94.909164
7035.974121	-91.412575
7038.665771	-91.317314
7041.357422	-98.129654
7044.049072	-100.575180
7046.740723	-100.404327
7049.432373	-102.427811
7052.124023	-98.586845
7054.815674	-97.007858
7057.507324	-91.676506
7060.198975	-90.989311
7062.890625	-96.481743
7065.582275	-95.669044
7068.273926	-89.812653
7070.965576	-91.304810
7073.657227	-96.218201
7076.348877	-97.504784
7079.040527	-98.190659
7081.732178	-95.083847
7084.423828	-95.727669
7087.115479	-96.364922
7089.807129	-98.247787
7092.498779	-100.729851
7095.190430	-102.704880
7097.882080	-99.239395
7100.573730	-99.458229
7103.265381	-97.399307
7105.957031	-99.791878
7108.648682	-96.063629
7111.340332	-95.136215
7114.031982	-94.685326
7116.723633	-92.303490
7119.415283	-93.495888
7122.106934	-92.975761
7124.798584	-91.422791
7127.490234	-92.908638
7130.181885	-86.589104
7132.873535	-87.681740
7135.565186	-94.087143
7138.256836	-100.200172
7140.948486	-100.277451
7143.640137	-93.663666
7146.331787	-91.467964
7149.023438	-96.489769
7151.715088	-99.509674
7154.406738	-95.006523
7157.098389	-89.683136
7159.790039	-90.400642
7162.481689	-95.451340
7165.173340	-101.625710
7167.864990	-99.258141
7170.556641	-97.214691
7173.248291	-103.649773
7175.939941	-94.413773
7178.631592	-100.517441
7181.323242	-91.626053
7184.014893	-90.485077
7186.706543	-96.337189
7189.398193	-97.748070
7192.089844	-92.974716
7194.781494	-98.402260
7197.473145	-94.971031
7200.164795	-95.919258
7202.856445	-95.030952
7205.548096	-99.434357
7208.239746	-95.282509
7210.931396	-94.325233
7213.623047	-92.905334
7216.314697	-96.268013
7219.006348	-96.411552
7221.697998	-94.458870
7224.389648	-96.044708
7227.081299	-98.090103
7229.772949	-96.750084
7232.464600	-95.454948
7235.156250	-95.315559
7237.847900	-92.479874
7240.539551	-90.468597
7243.231201	-92.843513
7245.922852	-92.316727
7248.614502	-93.297897
7251.306152	-93.449486
7253.997803	-92.425354
7256.689453	-91.537750
7259.381104	-91.076843
7262.072754	-90.141190
7264.764404	-87.061081
7267.456055	-90.329224
7270.147705	-94.265297
7272.839355	-102.905273
7275.531006	-107.009712
7278.222656	-95.400475
7280.914307	-88.792381
7283.605957	-89.915451
7286.297607	-91.251633
7288.989258	-95.584106
7291.680908	-96.878441
7294.372559	-95.790039
7297.064209	-91.489510
7299.755859	-91.011787
7302.447510	-96.146225
7305.139160	-92.340103
7307.830811	-97.859596
7310.522461	-97.122009
7313.214111	-96.286842
7315.905762	-101.720543
7318.597412	-99.150383
7321.289062	-99.707458
7323.980713	-90.452789
7326.672363	-90.343422
7329.364014	-93.409424
7332.055664	-98.100388
7334.747314	-102.751114
7337.438965	-98.117210
7340.130615	-96.794395
7342.822266	-93.213074
7345.513916	-89.184113
7348.205566	-87.805977
7350.897217	-89.858513
7353.588867	-92.523071
7356.280518	-97.763878
7358.972168	-99.215256
7361.663818	-96.534607
7364.355469	-95.208694
7367.047119	-89.940453
7369.738770	-83.724129
7372.430420	-86.102699
7375.122070	-93.050156
7377.813721	-92.058708
7380.505371	-92.878418
7383.197021	-94.616333
7385.888672	-96.540550
7388.580322	-95.178665
7391.271973	-89.746918
7393.963623	-93.670090
7396.655273	-100.784370
7399.346924	-99.387177
7402.038574	-99.397949
7404.730225	-101.038940
7407.421875	-96.862541
7410.113525	-95.372589
7412.805176	-89.096031
7415.496826	-92.676743
7418.188477	-94.668022
7420.880127	-91.565567
7423.571777	-94.166855
7426.263428	-100.773697
7428.955078	-97.183571
7431.646729	-91.181503
7434.338379	-81.193657
7437.030029	-83.947548
7439.721680	-90.962135
7442.413330	-91.014526
7445.104980	-92.685219
7447.796631	-95.473602
7450.488281	-94.823952
7453.179932	-87.256699
7455.871582	-83.966682
7458.563232	-87.115906
7461.254883	-92.825066
7463.946533	-99.819664
7466.638184	-95.268547
7469.329834	-92.645622
7472.021484	-94.735352
7474.713135	-90.201721
7477.404785	-86.526024
7480.096436	-89.685425
7482.788086	-94.396393
7485.479736	-99.992935
7488.171387	-96.453453
7490.863037	-91.523170
7493.554688	-91.001167
7496.246338	-94.322449
7498.937988	-89.583046
7501.629639	-95.114571
7504.321289	-98.672699
7507.012939	-102.635391
7509.704590	-97.214958
7512.396240	-99.326897
7515.087891	-94.744751
7517.779541	-88.546524
7520.471191	-87.118912
7523.162842	-97.816475
7525.854492	-97.590477
7528.546143	-96.066818
7531.237793	-97.106377
7533.929443	-96.449158
7536.621094	-94.062912
7539.312744	-86.965881
7542.004395	-84.679466
7544.696045	-88.816261
7547.387695	-95.755257
7550.079346	-103.034760
7552.770996	-101.820168
7555.462646	-102.418373
7558.154297	-96.705009
7560.845947	-91.395065
7563.537598	-87.194260
7566.229248	-89.312523
7568.920898	-94.141891
7571.612549	-94.686211
7574.304199	-95.873421
7576.995850	-96.816528
7579.687500	-98.395805
7582.379150	-93.371582
7585.070801	-91.072556
7587.762451	-92.192940
7590.454102	-95.475395
7593.145752	-93.624352
7595.837402	-92.597298
7598.529053	-99.262680
7601.220703	-93.753838
7603.912354	-88.983749
7606.604004	-87.608040
7609.295654	-92.332588
7611.987305	-94.215004
7614.678955	-93.462173
7617.370605	-95.985794
7620.062256	-104.415359
7622.753906	-98.583527
7625.445557	-86.244781
7628.137207	-82.755409
7630.828857	-88.902840
7633.520508	-95.186867
7636.212158	-92.151550
7638.903809	-91.573227
7641.595459	-94.156158
7644.287109	-93.254211
7646.978760	-88.168015
7649.670410	-84.009262
7652.362061	-87.667107
7655.053711	-92.453194
7657.745361	-94.445801
7660.437012	-96.109680
7663.128662	-93.972885
7665.820312	-94.084076
7668.511963	-97.265434
7671.203613	-91.035515
7673.895264	-95.059433
7676.586914	-95.197021
7679.278564	-94.972343
7681.970215	-101.683945
7684.661865	-98.736298
7687.353516	-94.511757
7690.045166	-89.027588
7692.736816	-87.077431
7695.428467	-91.466957
7698.120117	-91.606155
7700.811768	-91.788895
7703.503418	-92.616837
7706.195068	-97.349525
7708.886719	-101.265396
7711.578369	-102.470543
7714.270020	-95.882393
7716.961670	-102.610405
7719.653320	-100.622696
7722.344971	-96.204514
7725.036621	-95.598022
7727.728271	-95.018860
7730.419922	-92.692589
7733.111572	-95.450569
7735.803223	-98.099129
7738.494873	-98.776733
7741.186523	-100.221130
7743.878174	-103.677719
7746.569824	-96.958023
7749.261475	-97.712677
7751.953125	-94.841927
7754.644775	-96.795197
7757.336426	-96.042183
7760.028076	-94.148796
7762.719727	-94.223869
7765.411377	-95.139648
7768.103027	-93.787849
7770.794678	-93.401497
7773.486328	-93.074356
7776.177979	-95.986877
7778.869629	-97.320747
7781.561279	-97.561478
7784.252930	-95.173134
7786.944580	-95.109283
7789.636230	-100.299797
7792.327881	-101.316200
7795.019531	-98.204681
7797.711182	-94.477600
7800.402832	-93.459595
7803.094482	-94.918327
7805.786133	-96.656662
7808.477783	-96.070442
7811.169434	-94.066681
7813.861084	-94.881973
7816.552734	-96.829651
7819.244385	-97.131226
7821.936035	-97.380791
7824.627686	-97.758469
7827.319336	-97.451485
7830.010986	-94.566673
7832.702637	-94.200157
7835.394287	-97.261131
7838.085938	-96.878235
7840.777588	-92.767860
7843.469238	-92.668335
7846.160889	-91.836243
7848.852539	-92.069672
7851.544189	-94.381943
7854.235840	-95.089554
7856.927490	-92.507057
7859.619141	-94.391457
7862.310791	-102.122604
7865.002441	-101.763847
7867.694092	-97.027168
7870.385742	-99.189926
7873.077393	-98.267189
7875.769043	-92.959427
7878.460693	-91.798119
7881.152344	-94.238625
7883.843994	-92.278633
7886.535645	-93.108810
7889.227295	-96.422119
7891.918945	-95.628334
7894.610596	-93.677528
7897.302246	-95.125587
7899.993896	-97.178932
7902.685547	-97.927864
7905.377197	-92.824989
7908.068848	-87.988106
7910.760498	-89.657410
7913.452148	-96.462914
7916.143799	-94.379677
7918.835449	-97.205528
7921.527100	-100.529976
7924.218750	-99.472031
7926.910400	-96.264748
7929.602051	-90.164040
7932.293701	-94.321777
7934.985352	-95.508224
7937.677002	-96.876610
7940.368652	-97.578423
7943.060303	-99.146439
7945.751953	-97.705284
7948.443604	-90.977509
7951.135254	-87.117577
7953.826904	-90.635010
7956.518555	-96.150551
7959.210205	-99.275757
7961.901855	-95.330521
7964.593506	-96.188560
7967.285156	-92.012329
7969.976807	-85.838524
7972.668457	-82.138809
7975.360107	-86.340126
7978.051758	-94.499168
7980.743408	-102.847542
7983.435059	-106.092743
7986.126709	-106.433258
7988.818359	-95.954994
7991.510010	-89.798553
7994.201660	-85.349258
7996.893311	-85.920937
7999.584961	-88.704025
8002.276611	-94.764580
8004.968262	-95.498779
8007.659912	-96.833130
8010.351562	-101.898735
8013.043213	-90.059334
8015.734863	-87.460289
8018.426514	-91.024673
8021.118164	-92.430283
8023.809814	-102.885315
8026.501465	-102.594017
8029.193115	-101.029976
8031.884766	-95.354660
8034.576416	-91.582497
8037.268066	-86.415382
8039.959717	-88.182915
8042.651367	-93.468903
8045.343018	-92.372383
8048.034668	-91.483917
8050.726318	-94.671463
8053.417969	-96.281021
8056.109619	-90.889725
8058.801270	-85.694763
8061.492920	-87.966652
8064.184570	-92.563057
8066.876221	-93.521416
8069.567871	-95.309860
8072.259521	-94.165741
8074.951172	-99.192566
8077.642822	-90.441940
8080.334473	-83.185760
8083.026123	-87.250221
8085.717773	-91.728165
8088.409424	-93.650269
8091.101074	-95.190521
8093.792725	-101.284386
8096.484375	-104.401131
8099.176025	-96.447304
8101.867676	-90.514969
8104.559326	-92.722900
8107.250977	-93.077126
8109.942627	-91.360748
8112.634277	-91.137245
8115.325928	-93.149818
8118.017578	-94.293503
8120.709229	-91.683891
8123.400879	-87.364815
8126.092529	-92.783546
8128.784180	-97.901047
8131.475830	-99.241653
8134.167480	-96.555443
8136.859131	-97.432503
8139.550781	-98.671936
8142.242432	-86.645111
8144.934082	-82.758034
8147.625732	-87.999336
8150.317383	-92.125031
8153.009033	-94.845650
8155.700684	-94.953842
8158.392334	-97.892761
8161.083984	-101.339752
8163.775635	-85.485771
8166.467285	-81.968552
8169.158936	-89.845398
8171.850586	-94.469177
8174.542236	-100.804237
8177.233887	-97.949936
8179.925537	-95.222183
8182.617188	-100.765877
8185.308838	-90.980095
8188.000488	-86.146843
8190.692139	-94.475517
8193.383789	-93.404396
8196.075439	-97.866768
8198.767090	-95.121025
8201.458740	-92.441582
8204.150391	-98.207977
8206.842041	-93.858429
8209.533691	-87.816498
8212.225342	-93.495880
8214.916992	-95.104141
8217.608643	-94.081779
8220.300293	-92.387550
8222.991943	-94.692009
8225.683594	-96.324257
8228.375244	-88.499069
8231.066895	-85.709427
8233.758545	-92.552345
8236.450195	-96.241615
8239.141846	-92.848442
8241.833496	-98.424545
8244.525146	-100.086197
8247.216797	-94.423943
8249.908447	-89.230072
8252.600098	-89.196770
8255.291748	-91.161880
8257.983398	-92.598610
8260.675049	-92.478348
8263.366699	-96.681458
8266.058350	-103.220512
8268.750000	-97.006577
8271.441650	-91.013023
8274.133301	-88.961090
8276.824951	-89.225670
8279.516602	-94.455185
8282.208252	-93.380920
8284.899902	-93.186066
8287.591553	-93.427216
8290.283203	-97.217644
8292.974854	-94.843788
8295.666504	-91.971146
8298.358154	-95.149948
8301.049805	-92.555962
8303.741455	-94.096748
8306.433105	-95.888916
8309.124756	-93.378304
8311.816406	-96.605171
8314.508057	-99.565704
8317.199707	-92.114044
8319.891357	-93.843346
8322.583008	-99.346924
8325.274658	-108.822952
8327.966309	-98.778160
8330.657959	-94.741089
8333.349609	-90.715775
8336.041260	-90.648087
8338.732910	-91.284073
8341.424561	-90.420433
8344.116211	-91.602890
8346.807861	-90.949142
8349.499512	-91.137894
8352.191162	-93.211960
8354.882812	-94.669067
8357.574463	-91.572525
8360.266113	-89.595612
8362.957764	-93.453613
8365.649414	-97.647469
8368.341064	-97.248199
8371.032715	-102.483742
8373.724365	-101.271790
8376.416016	-100.487396
8379.107666	-92.409370
8381.799316	-87.366432
8384.490967	-87.706924
8387.182617	-93.173531
8389.874268	-99.301697
8392.565918	-94.848045
8395.257568	-96.228836
8397.949219	-101.747231
8400.640869	-99.384933
8403.332520	-94.766289
8406.024170	-96.531982
8408.715820	-101.224144
8411.407471	-99.630119
8414.099121	-95.545624
8416.790771	-96.947868
8419.482422	-96.829094
8422.174072	-99.857826
8424.865723	-97.978714
8427.557373	-96.845619
8430.249023	-96.473297
8432.940674	-96.531487
8435.632324	-93.305000
8438.323975	-93.939522
8441.015625	-94.920807
8443.707275	-90.660721
8446.398926	-91.849861
8449.090576	-93.025925
8451.782227	-94.026009
8454.473877	-96.309082
8457.165527	-94.655487
8459.857178	-92.844940
8462.548828	-87.748222
8465.240479	-88.173088
8467.932129	-87.158463
8470.623779	-87.998055
8473.315430	-93.099457
8476.007080	-92.359680
8478.698730	-97.267258
8481.390381	-103.699883
8484.082031	-95.037712
8486.773682	-90.976540
8489.465332	-86.575912
8492.156982	-89.535179
8494.848633	-96.060516
8497.540283	-96.291840
8500.231934	-94.312164
8502.923584	-97.445114
8505.615234	-102.171806
8508.306885	-100.046555
8510.998535	-100.353485
8513.690186	-103.321899
8516.381836	-103.075806
8519.073486	-99.775742
8521.765137	-96.812286
8524.456787	-98.742378
8527.148438	-95.959976
8529.840088	-94.205231
8532.531738	-102.530083
8535.223389	-110.901855
8537.915039	-103.184433
8540.606689	-98.325287
8543.298340	-100.476601
8545.989990	-95.160477
8548.681641	-92.985855
8551.373291	-91.897415
8554.064941	-93.624146
8556.756592	-101.031006
8559.448242	-98.053734
8562.139893	-97.978134
8564.831543	-100.833755
8567.523193	-96.961555
8570.214844	-96.143906
8572.906494	-93.583870
8575.598145	-91.718178
8578.289795	-94.131653
8580.981445	-98.956558
8583.673096	-96.805237
8586.364746	-99.541771
8589.056396	-103.973221
8591.748047	-97.243370
8594.439697	-93.124504
8597.131348	-94.559616
8599.822998	-98.910416
8602.514648	-103.666557
8605.206299	-98.308891
8607.897949	-94.334465
8610.589600	-91.989952
8613.281250	-94.888031
8615.972900	-100.746101
8618.664551	-99.523842
8621.356201	-94.927849
8624.047852	-92.253395
8626.739502	-94.783096
8629.431152	-93.397110
8632.122803	-87.600273
8634.814453	-87.518394
8637.506104	-93.753304
8640.197754	-95.772087
8642.889404	-96.175102
8645.581055	-96.131950
8648.272705	-95.832809
8650.964355	-97.597252
8653.656006	-95.363701
8656.347656	-93.292191
8659.039307	-93.250633
8661.730957	-95.027695
8664.422607	-98.543442
8667.114258	-97.787117
8669.805908	-92.286911
8672.497559	-94.719093
8675.189209	-98.324829
8677.880859	-109.246971
8680.572510	-102.874229
8683.264160	-102.630859
8685.955811	-100.960983
8688.647461	-96.930580
8691.339111	-98.278725
8694.030762	-97.746490
8696.722412	-93.108444
8699.414062	-92.428833
