Frequency (Hz)	Level (dB)
11455.664062	-110.658180
11458.355713	-105.312141
11461.047363	-95.591957
11463.739014	-92.963257
11466.430664	-94.946823
11469.122314	-98.611938
11471.813965	-97.003044
11474.505615	-100.939972
11477.197266	-102.504974
11479.888916	-96.238327
11482.580566	-94.601158
11485.272217	-91.433945
11487.963867	-91.301575
11490.655518	-93.409477
11493.347168	-93.445320
11496.038818	-95.819260
11498.730469	-94.849792
11501.422119	-93.163727
11504.113770	-90.069153
11506.805420	-87.709259
11509.497070	-93.266190
11512.188721	-101.122040
11514.880371	-104.713341
11517.572021	-99.241447
11520.263672	-100.069504
11522.955322	-97.761490
11525.646973	-88.314583
11528.338623	-85.463081
11531.030273	-94.558800
11533.721924	-96.713013
11536.413574	-93.804375
11539.105225	-101.489204
11541.796875	-102.299599
11544.488525	-100.731293
11547.180176	-95.442940
11549.871826	-89.860855
11552.563477	-98.071991
11555.255127	-99.632866
11557.946777	-97.709534
11560.638428	-101.544685
11563.330078	-101.388588
11566.021729	-98.260490
11568.713379	-95.465530
11571.405029	-91.976517
11574.096680	-95.040947
11576.788330	-101.104805
11579.479980	-101.615921
11582.171631	-100.827980
11584.863281	-98.611961
11587.554932	-100.208801
11590.246582	-96.163528
11592.938232	-92.891479
11595.629883	-96.901337
11598.321533	-99.714424
11601.013184	-102.518051
11603.704834	-101.724434
11606.396484	-100.733803
11609.088135	-100.105331
11611.779785	-117.479782
11614.471436	-103.677345
11617.163086	-106.059380
11619.854736	-107.611809
11622.546387	-110.187706
11625.238037	-103.534134
11627.929688	-100.012260
11630.621338	-101.644501
11633.312988	-98.658379
11636.004639	-100.880249
11638.696289	-102.581902
11641.387939	-98.755035
11644.079590	-102.689377
11646.771240	-107.560455
11649.462891	-104.997162
11652.154541	-112.727249
11654.846191	-119.158173
11657.537842	-112.130928
11660.229492	-113.426941
11662.921143	-112.639053
11665.612793	-107.402267
11668.304443	-110.240913
11670.996094	-109.312897
11673.687744	-102.458870
11676.379395	-104.866920
11679.071045	-104.943756
11681.762695	-105.575264
11684.454346	-109.275887
11687.145996	-103.932571
11689.837646	-100.763916
11692.529297	-101.175743
11695.220947	-105.715637
11697.912598	-110.604057
11700.604248	-108.241364
11703.295898	-104.514267
11705.987549	-108.304855
11708.679199	-112.240784
11711.370850	-102.745659
11714.062500	-99.370811
11716.754150	-98.928513
11719.445801	-99.138084
11722.137451	-99.470169
11724.829102	-98.580750
11727.520752	-98.516891
11730.212402	-100.478485
11732.904053	-110.620552
11735.595703	-105.185272
11738.287354	-105.566544
11740.979004	-110.428070
11743.670654	-106.351028
11746.362305	-103.152039
11749.053955	-103.654076
11751.745605	-109.281326
11754.437256	-104.685966
11757.128906	-100.167473
11759.820557	-101.225746
11762.512207	-100.781006
11765.203857	-97.711716
11767.895508	-98.111748
11770.587158	-99.799561
11773.278809	-101.604683
11775.970459	-104.601372
11778.662109	-108.183495
11781.353760	-104.397621
11784.045410	-97.017670
11786.737061	-96.053711
11789.428711	-98.581573
11792.120361	-104.089989
11794.812012	-101.034615
11797.503662	-100.403191
11800.195312	-104.899956
11802.886963	-99.808640
11805.578613	-94.462509
11808.270264	-94.008316
11810.961914	-96.710915
11813.653564	-98.246033
11816.345215	-104.665916
11819.036865	-103.204735
11821.728516	-102.299644
11824.420166	-97.814758
11827.111816	-93.415382
11829.803467	-90.782135
11832.495117	-95.340935
11835.186768	-99.247864
11837.878418	-101.482201
11840.570068	-98.557388
11843.261719	-99.836044
11845.953369	-98.768799
11848.645020	-94.426392
11851.336670	-90.774498
11854.028320	-96.079300
11856.719971	-103.103989
11859.411621	-94.934624
11862.103271	-92.361549
11864.794922	-95.851974
11867.486572	-99.301117
11870.178223	-93.547417
11872.869873	-88.324448
11875.561523	-92.622208
11878.253174	-98.444893
11880.944824	-100.383125
11883.636475	-97.747276
11886.328125	-98.675377
11889.019775	-99.933167
11891.711426	-93.861404
11894.403076	-89.065224
11897.094727	-91.458855
11899.786377	-117.643410
11902.478027	-102.123863
11905.169678	-98.044861
11907.861328	-96.808472
11910.552979	-95.978310
11913.244629	-93.752060
11915.936279	-93.204292
11918.627930	-96.859406
11921.319580	-99.724380
11924.011230	-99.533218
11926.702881	-99.726952
11929.394531	-100.468666
11932.086182	-104.142876
11934.777832	-103.587585
11937.469482	-97.014717
11940.161133	-98.778572
11942.852783	-100.474846
11945.544434	-98.350128
11948.236084	-98.996307
11950.927734	-102.066528
11953.619385	-106.316658
11956.311035	-99.608231
11959.002686	-95.978828
11961.694336	-100.446289
11964.385986	-100.787476
11967.077637	-98.251717
11969.769287	-99.289917
11972.460938	-101.506935
11975.152588	-97.598289
11977.844238	-92.907364
11980.535889	-89.568573
11983.227539	-92.979218
11985.919189	-96.626945
11988.610840	-99.109909
11991.302490	-101.881805
11993.994141	-98.202339
11996.685791	-95.499535
11999.377441	-94.229919
12002.069092	-90.722198
12004.760742	-92.535629
12007.452393	-99.128128
12010.144043	-101.139465
12012.835693	-100.614090
12015.527344	-99.385918
12018.218994	-99.175407
12020.910645	-92.640053
12023.602295	-88.493690
12026.293945	-90.803978
12028.985596	-90.641457
12031.677246	-95.676689
12034.368896	-99.245819
12037.060547	-100.286293
12039.752197	-97.419159
12042.443848	-90.526344
12045.135498	-88.010239
12047.827148	-93.582664
12050.518799	-100.164665
12053.210449	-99.427902
12055.902100	-95.056709
12058.593750	-94.396599
12061.285400	-92.776482
12063.977051	-86.004211
12066.668701	-83.914703
12069.360352	-91.406044
12072.052002	-97.770103
12074.743652	-104.940834
12077.435303	-105.969177
12080.126953	-105.937035
12082.818604	-97.050812
12085.510254	-90.447937
12088.201904	-87.099770
12090.893555	-90.970573
12093.585205	-94.199974
12096.276855	-94.808876
12098.968506	-96.992950
12101.660156	-95.577492
12104.351807	-94.087654
12107.043457	-92.300102
12109.735107	-89.680038
12112.426758	-92.396599
12115.118408	-96.545425
12117.810059	-96.818604
12120.501709	-100.375122
12123.193359	-104.938560
12125.885010	-104.061958
12128.576660	-91.579216
12131.268311	-90.663094
12133.959961	-97.784126
12136.651611	-95.147049
12139.343262	-98.864700
12142.034912	-102.713005
12144.726562	-102.093391
12147.418213	-101.418427
12150.109863	-101.056747
12152.801514	-107.219215
12155.493164	-97.490616
12158.184814	-99.282181
12160.876465	-99.199944
12163.568115	-100.512772
12166.259766	-103.577011
12168.951416	-100.382118
12171.643066	-93.368896
12174.334717	-96.074692
12177.026367	-103.605652
12179.718018	-101.710609
12182.409668	-97.781487
12185.101318	-101.049263
12187.792969	-100.130806
12190.484619	-97.126747
12193.176270	-94.119759
12195.867920	-94.081154
12198.559570	-102.110680
12201.251221	-107.272324
12203.942871	-103.689705
12206.634521	-105.662346
12209.326172	-98.592514
12212.017822	-98.401131
12214.709473	-96.756020
12217.401123	-97.855598
12220.092773	-103.265503
12222.784424	-101.611763
12225.476074	-103.955719
12228.167725	-103.856285
12230.859375	-100.162392
12233.551025	-100.399734
12236.242676	-107.212265
12238.934326	-105.005600
12241.625977	-102.201614
12244.317627	-103.055351
12247.009277	-104.851318
12249.700928	-102.397430
12252.392578	-100.168831
12255.084229	-98.511337
12257.775879	-104.480598
12260.467529	-104.268105
12263.159180	-104.314796
12265.850830	-103.689621
12268.542480	-103.831490
12271.234131	-99.745354
12273.925781	-98.695724
12276.617432	-103.716209
12279.309082	-106.491760
12282.000732	-102.712685
12284.692383	-106.730591
12287.384033	-109.400848
12290.075684	-105.110832
12292.767334	-100.415794
12295.458984	-98.857735
12298.150635	-101.715752
12300.842285	-96.127380
12303.533936	-94.555382
12306.225586	-98.756882
12308.917236	-103.960983
12311.608887	-100.426239
12314.300537	-104.242432
12316.992188	-101.001869
12319.683838	-103.155884
12322.375488	-97.308517
12325.067139	-93.347610
12327.758789	-96.139816
12330.450439	-100.604317
12333.142090	-100.753845
12335.833740	-101.231049
12338.525391	-99.730789
12341.217041	-98.472527
12343.908691	-98.783775
12346.600342	-100.272583
12349.291992	-96.284721
12351.983643	-99.742386
12354.675293	-101.021217
12357.366943	-103.800995
12360.058594	-98.911819
12362.750244	-96.728485
12365.441895	-96.537750
12368.133545	-94.683777
12370.825195	-97.546021
12373.516846	-100.297394
12376.208496	-99.804604
12378.900146	-103.181641
12381.591797	-99.426773
12384.283447	-96.008476
12386.975098	-93.372658
12389.666748	-92.355064
12392.358398	-99.975616
12395.050049	-107.483490
12397.741699	-102.569527
12400.433350	-102.631798
12403.125000	-98.818375
12405.816650	-98.079994
12408.508301	-94.620712
12411.199951	-93.899185
12413.891602	-100.780533
12416.583252	-105.036362
12419.274902	-99.594276
12421.966553	-99.734177
12424.658203	-102.069748
12427.349854	-101.623062
12430.041504	-99.755806
12432.733154	-97.931633
12435.424805	-98.660217
12438.116455	-98.958847
12440.808105	-101.788094
12443.499756	-101.210503
12446.191406	-99.131248
12448.883057	-100.326759
12451.574707	-97.767746
12454.266357	-96.821014
12456.958008	-96.677284
12459.649658	-97.825356
12462.341309	-100.732269
12465.032959	-99.095558
12467.724609	-96.632233
12470.416260	-99.216080
12473.107910	-100.635384
12475.799561	-97.632790
12478.491211	-98.053116
12481.182861	-99.088921
12483.874512	-101.637360
12486.566162	-96.458626
12489.257812	-93.606117
12491.949463	-98.602371
12494.641113	-98.519493
12497.332764	-94.999229
12500.024414	-99.988747
12502.716064	-99.362793
12505.407715	-104.515083
12508.099365	-104.105850
12510.791016	-107.928604
12513.482666	-97.054146
12516.174316	-97.550278
12518.865967	-100.594757
12521.557617	-98.467545
12524.249268	-97.435898
12526.940918	-99.982788
12529.632568	-99.449883
12532.324219	-93.727791
12535.015869	-93.884926
12537.707520	-98.505394
12540.399170	-97.461258
12543.090820	-95.049835
12545.782471	-96.444733
12548.474121	-98.753777
12551.165771	-99.732613
12553.857422	-97.934052
12556.549072	-99.604813
12559.240723	-111.098351
12561.932373	-100.846794
12564.624023	-99.073471
12567.315674	-101.327179
12570.007324	-101.801933
12572.698975	-96.251297
12575.390625	-94.095627
12578.082275	-98.826920
12580.773926	-109.360893
12583.465576	-104.634521
12586.157227	-98.038528
12588.848877	-98.864014
12591.540527	-101.581978
12594.232178	-100.506691
12596.923828	-97.216515
12599.615479	-98.901909
12602.307129	-100.634811
12604.998779	-98.029396
12607.690430	-94.765549
12610.382080	-94.584274
12613.073730	-96.521820
12615.765381	-105.691902
12618.457031	-106.105232
12621.148682	-103.597580
12623.840332	-106.735825
12626.531982	-102.133011
12629.223633	-100.653290
12631.915283	-99.463318
12634.606934	-104.996681
12637.298584	-106.376373
12639.990234	-114.878571
12642.681885	-103.139229
12645.373535	-99.610252
12648.065186	-97.972641
12650.756836	-98.064003
12653.448486	-96.694168
12656.140137	-102.331520
12658.831787	-103.391495
12661.523438	-104.159691
12664.215088	-102.899872
12666.906738	-104.211761
12669.598389	-107.928215
12672.290039	-107.400558
12674.981689	-103.291748
12677.673340	-102.149803
12680.364990	-98.732178
12683.056641	-97.096230
12685.748291	-100.861671
12688.439941	-105.888138
12691.131592	-102.120071
12693.823242	-101.429878
12696.514893	-100.400558
12699.206543	-103.487503
12701.898193	-100.974899
12704.589844	-104.773041
12707.281494	-111.995071
12709.973145	-115.723000
12712.664795	-105.838074
12715.356445	-102.579124
12718.048096	-101.743576
12720.739746	-104.174324
12723.431396	-106.823059
12726.123047	-99.354836
12728.814697	-99.833809
12731.506348	-96.312111
12734.197998	-98.215927
12736.889648	-101.744972
12739.581299	-99.804092
12742.272949	-97.754425
12744.964600	-98.793488
12747.656250	-98.067795
12750.347900	-96.601746
12753.039551	-96.635025
12755.731201	-103.207222
12758.422852	-101.974228
12761.114502	-98.221657
12763.806152	-96.850769
12766.497803	-96.138153
12769.189453	-95.302956
12771.881104	-97.932686
12774.572754	-97.628532
12777.264404	-98.139091
12779.956055	-101.064507
12782.647705	-104.927597
12785.339355	-101.449928
12788.031006	-106.617432
12790.722656	-105.375092
12793.414307	-105.040649
12796.105957	-101.634544
12798.797607	-98.686501
12801.489258	-98.436943
12804.180908	-102.187790
12806.872559	-100.702026
12809.564209	-96.920853
12812.255859	-95.285522
12814.947510	-95.421822
12817.639160	-100.243118
12820.330811	-103.204849
12823.022461	-103.011391
12825.714111	-99.636230
12828.405762	-98.381699
12831.097412	-98.017853
12833.789062	-93.413193
12836.480713	-96.102798
12839.172363	-96.286255
12841.864014	-97.892326
12844.555664	-98.570221
12847.247314	-98.165665
12849.938965	-99.634491
12852.630615	-96.731430
12855.322266	-97.994102
12858.013916	-102.514641
12860.705566	-97.781609
12863.397217	-97.385353
12866.088867	-103.380424
12868.780518	-105.546692
12871.472168	-101.755356
12874.163818	-100.684204
12876.855469	-99.313057
12879.547119	-99.438515
12882.238770	-100.708488
12884.930420	-94.826309
12887.622070	-97.191429
12890.313721	-102.649040
12893.005371	-105.100212
12895.697021	-103.045837
12898.388672	-100.985107
12901.080322	-102.917389
12903.771973	-108.231613
12906.463623	-103.256973
12909.155273	-100.690170
12911.846924	-97.719841
12914.538574	-100.247726
12917.230225	-97.317764
12919.921875	-98.031288
12922.613525	-100.522141
12925.305176	-101.505653
12927.996826	-101.683800
12930.688477	-103.370392
12933.380127	-107.379684
12936.071777	-101.865860
12938.763428	-102.346245
12941.455078	-106.049294
12944.146729	-105.812675
12946.838379	-106.523003
12949.530029	-107.201614
12952.221680	-101.569405
12954.913330	-96.406822
12957.604980	-95.787491
12960.296631	-97.428070
12962.988281	-100.372513
12965.679932	-100.829498
12968.371582	-100.003700
12971.063232	-103.744362
12973.754883	-115.506279
12976.446533	-107.971291
12979.138184	-114.316925
12981.829834	-112.455048
12984.521484	-105.607735
12987.213135	-110.078835
12989.904785	-106.906693
12992.596436	-105.580635
12995.288086	-101.698334
12997.979736	-101.242882
13000.671387	-99.048477
13003.363037	-97.610573
13006.054688	-97.698578
13008.746338	-99.395088
13011.437988	-103.610588
13014.129639	-110.463554
13016.821289	-105.701614
13019.512939	-103.171181
13022.204590	-101.593269
13024.896240	-102.616203
13027.587891	-101.175743
13030.279541	-99.921997
13032.971191	-98.310883
13035.662842	-102.117386
13038.354492	-106.216652
13041.046143	-105.560989
13043.737793	-100.156136
13046.429443	-97.682945
13049.121094	-95.711380
13051.812744	-98.059402
13054.504395	-99.642052
13057.196045	-100.192154
13059.887695	-100.337463
13062.579346	-99.669174
13065.270996	-100.635818
13067.962646	-97.531410
13070.654297	-94.408173
13073.345947	-95.468315
13076.037598	-104.340569
13078.729248	-105.839439
13081.420898	-102.071304
13084.112549	-99.678169
13086.804199	-97.367920
13089.495850	-96.026138
13092.187500	-95.889839
13094.879150	-98.242561
13097.570801	-104.955444
13100.262451	-104.221039
13102.954102	-104.080673
13105.645752	-107.082672
13108.337402	-103.491173
13111.029053	-101.204109
13113.720703	-100.558693
13116.412354	-113.198540
13119.104004	-108.328796
13121.795654	-107.234726
13124.487305	-112.111794
13127.178955	-106.246979
13129.870605	-100.285164
13132.562256	-98.855797
13135.253906	-101.305130
13137.945557	-107.751053
13140.637207	-103.059998
13143.328857	-101.456367
13146.020508	-99.758141
13148.712158	-100.451508
13151.403809	-99.782898
13154.095459	-97.640076
13156.787109	-94.736549
13159.478760	-96.448845
13162.170410	-98.693748
13164.862061	-101.030472
13167.553711	-102.469429
13170.245361	-103.252411
13172.937012	-100.613899
13175.628662	-98.326530
13178.320312	-97.256081
13181.011963	-100.292633
13183.703613	-102.583542
13186.395264	-103.655846
13189.086914	-101.488792
13191.778564	-105.261017
13194.470215	-107.342392
13197.161865	-113.201111
13199.853516	-104.597366
13202.545166	-101.624702
13205.236816	-104.016235
13207.928467	-105.134422
13210.620117	-103.255180
13213.311768	-107.017372
13216.003418	-107.351662
13218.695068	-108.944702
13221.386719	-105.217926
13224.078369	-109.979729
13226.770020	-105.413147
13229.461670	-102.161537
13232.153320	-102.282501
13234.844971	-99.349579
13237.536621	-97.430008
13240.228271	-95.459290
13242.919922	-95.340233
13245.611572	-98.930260
13248.303223	-108.607491
13250.994873	-106.818436
13253.686523	-111.320648
13256.378174	-105.481590
13259.069824	-99.814301
13261.761475	-95.805016
13264.453125	-94.449013
13267.144775	-96.553444
13269.836426	-100.610291
13272.528076	-101.692070
13275.219727	-100.987312
13277.911377	-99.152138
13280.603027	-100.881561
13283.294678	-99.440926
13285.986328	-100.225418
13288.677979	-101.937965
13291.369629	-108.082436
13294.061279	-106.725174
13296.752930	-104.653740
13299.444580	-100.871445
13302.136230	-102.067375
13304.827881	-102.562271
13307.519531	-108.414879
13310.211182	-107.712830
13312.902832	-101.864281
13315.594482	-100.368713
13318.286133	-106.172752
13320.977783	-112.717545
13323.669434	-104.379128
13326.361084	-102.156700
13329.052734	-100.894524
13331.744385	-102.839211
13334.436035	-105.300789
13337.127686	-104.071793
13339.819336	-102.920181
13342.510986	-99.242836
13345.202637	-97.049438
13347.894287	-96.390045
13350.585938	-97.519157
13353.277588	-99.965599
13355.969238	-101.521812
13358.660889	-100.619286
13361.352539	-100.273514
13364.044189	-102.548264
13366.735840	-104.076729
13369.427490	-102.213554
13372.119141	-97.427788
13374.810791	-95.983109
13377.502441	-96.943596
13380.194092	-96.744034
13382.885742	-98.355217
13385.577393	-106.041580
13388.269043	-103.764915
13390.960693	-101.796707
13393.652344	-101.826920
13396.343994	-104.750946
13399.035645	-101.219315
13401.727295	-103.768852
13404.418945	-106.084503
13407.110596	-106.883598
13409.802246	-102.549820
13412.493896	-103.862282
13415.185547	-102.820480
13417.877197	-98.287239
13420.568848	-97.543152
13423.260498	-100.146492
13425.952148	-105.174072
13428.643799	-110.245972
13431.335449	-106.111122
13434.027100	-102.657623
13436.718750	-99.588425
13439.410400	-102.296478
13442.102051	-102.844818
13444.793701	-97.394814
13447.485352	-95.727676
13450.177002	-97.867821
13452.868652	-100.974258
13455.560303	-102.712799
13458.251953	-107.152260
13460.943604	-105.491257
13463.635254	-106.329666
13466.326904	-107.857559
13469.018555	-101.326111
13471.710205	-98.380989
13474.401855	-96.502563
13477.093506	-94.539871
13479.785156	-97.529449
13482.476807	-105.232178
13485.168457	-105.932159
13487.860107	-97.949471
13490.551758	-98.524391
13493.243408	-99.953926
13495.935059	-101.994080
13498.626709	-99.804359
13501.318359	-98.075951
13504.010010	-97.499382
13506.701660	-102.559448
13509.393311	-103.380943
13512.084961	-102.891121
13514.776611	-103.300583
13517.468262	-100.657486
13520.159912	-94.927681
13522.851562	-96.648651
13525.543213	-98.535469
13528.234863	-99.798538
13530.926514	-100.022087
13533.618164	-99.921432
13536.309814	-102.362488
13539.001465	-103.398682
13541.693115	-98.189201
13544.384766	-95.443993
13547.076416	-94.826347
13549.768066	-97.025978
13552.459717	-101.963661
13555.151367	-107.383957
13557.843018	-105.913506
13560.534668	-102.039124
13563.226318	-101.127289
13565.917969	-99.516106
13568.609619	-99.352707
13571.301270	-98.221436
13573.992920	-96.490784
13576.684570	-96.299377
13579.376221	-97.330200
13582.067871	-95.675980
13584.759521	-95.702522
13587.451172	-96.833351
13590.142822	-99.020615
13592.834473	-97.017204
13595.526123	-96.442421
13598.217773	-95.364426
13600.909424	-97.433372
13603.601074	-102.449570
13606.292725	-96.621925
13608.984375	-93.729691
13611.676025	-95.719643
13614.367676	-99.495102
13617.059326	-100.442863
13619.750977	-98.007004
13622.442627	-95.336632
13625.134277	-98.921768
13627.825928	-103.277039
13630.517578	-97.120529
13633.209229	-97.922226
13635.900879	-100.065605
13638.592529	-103.302780
13641.284180	-103.154152
13643.975830	-105.667862
13646.667480	-102.250580
13649.359131	-101.324776
13652.050781	-101.471237
13654.742432	-97.191536
13657.434082	-93.614944
13660.125732	-94.003082
13662.817383	-98.227417
13665.509033	-100.000008
13668.200684	-103.790649
13670.892334	-97.887527
13673.583984	-98.952271
13676.275635	-98.111717
13678.967285	-98.184959
13681.658936	-94.895790
13684.350586	-96.336044
13687.042236	-98.321854
13689.733887	-99.622116
13692.425537	-100.047890
13695.117188	-98.807953
13697.808838	-96.890694
13700.500488	-95.106812
13703.192139	-96.162621
13705.883789	-99.163826
13708.575439	-96.469666
13711.267090	-99.223854
13713.958740	-103.901733
13716.650391	-98.827698
13719.342041	-102.210716
13722.033691	-104.466736
13724.725342	-103.494270
13727.416992	-106.729332
13730.108643	-99.532944
13732.800293	-99.395317
13735.491943	-99.761337
13738.183594	-97.078987
13740.875244	-97.431335
13743.566895	-100.685738
13746.258545	-101.630981
13748.950195	-99.491776
13751.641846	-106.373436
13754.333496	-103.130219
13757.025146	-101.630836
13759.716797	-103.273094
13762.408447	-100.092659
13765.100098	-98.066338
13767.791748	-99.104401
13770.483398	-100.552467
13773.175049	-98.341263
13775.866699	-98.114693
13778.558350	-103.067940
13781.250000	-111.232552
13783.941650	-104.063835
13786.633301	-102.019424
13789.324951	-108.235138
13792.016602	-105.683289
13794.708252	-106.106041
13797.399902	-105.460274
13800.091553	-103.310242
13802.783203	-103.718079
13805.474854	-103.496490
13808.166504	-98.282410
13810.858154	-96.188675
13813.549805	-97.257454
13816.241455	-99.668022
13818.933105	-98.515884
13821.624756	-98.263168
13824.316406	-100.399879
13827.008057	-105.306961
13829.699707	-104.969994
13832.391357	-107.196213
13835.083008	-109.356850
13837.774658	-112.103012
13840.466309	-104.838196
13843.157959	-102.872398
13845.849609	-99.888428
13848.541260	-97.683067
13851.232910	-96.878624
13853.924561	-100.054970
13856.616211	-103.846626
13859.307861	-105.080414
13861.999512	-103.366386
13864.691162	-113.370354
13867.382812	-102.269760
13870.074463	-103.213554
13872.766113	-106.378189
13875.457764	-106.215591
13878.149414	-100.959145
13880.841064	-101.477203
13883.532715	-103.365578
13886.224365	-103.650063
13888.916016	-103.717667
13891.607666	-104.888977
13894.299316	-104.818665
13896.990967	-110.449478
13899.682617	-111.351891
13902.374268	-115.652802
13905.065918	-120.061172
13907.757568	-115.015778
13910.449219	-106.445160
13913.140869	-105.801407
13915.832520	-109.464172
13918.524170	-107.516777
13921.215820	-112.146202
13923.907471	-106.499809
13926.599121	-101.404549
13929.290771	-98.521965
13931.982422	-99.229347
13934.674072	-100.053764
13937.365723	-100.605858
13940.057373	-100.017380
13942.749023	-99.556145
13945.440674	-101.551231
13948.132324	-101.427711
13950.823975	-96.982880
13953.515625	-96.488899
13956.207275	-96.776070
13958.898926	-99.876884
13961.590576	-98.928307
13964.282227	-98.476730
13966.973877	-97.548233
13969.665527	-96.437317
13972.357178	-95.113800
13975.048828	-94.767746
13977.740479	-96.750969
13980.432129	-98.296722
13983.123779	-97.725510
13985.815430	-97.486374
13988.507080	-97.182030
13991.198730	-101.678238
13993.890381	-99.784477
13996.582031	-99.569984
13999.273682	-101.102554
14001.965332	-103.945831
14004.656982	-103.905998
14007.348633	-103.943321
14010.040283	-101.633247
14012.731934	-103.141785
14015.423584	-103.618629
14018.115234	-104.392967
14020.806885	-108.204117
14023.498535	-104.912971
14026.190186	-104.112694
14028.881836	-104.090912
14031.573486	-102.097763
14034.265137	-99.246155
14036.956787	-98.069427
14039.648438	-98.277275
14042.340088	-100.791931
14045.031738	-104.983475
14047.723389	-100.271858
14050.415039	-98.599846
14053.106689	-99.624901
14055.798340	-101.325897
14058.489990	-102.452385
14061.181641	-108.017715
14063.873291	-107.184875
14066.564941	-104.244507
14069.256592	-107.983887
14071.948242	-101.865921
14074.639893	-102.712509
14077.331543	-104.313072
14080.023193	-106.688400
14082.714844	-102.489853
14085.406494	-101.308647
14088.098145	-104.628952
14090.789795	-101.790527
14093.481445	-101.038727
14096.173096	-100.083572
14098.864746	-102.472763
14101.556396	-104.984497
14104.248047	-106.557693
14106.939697	-110.565697
14109.631348	-106.425804
14112.322998	-106.187111
14115.014648	-108.838829
14117.706299	-106.059265
14120.397949	-103.602348
14123.089600	-100.512779
14125.781250	-103.259552
14128.472900	-108.655319
14131.164551	-111.221786
14133.856201	-120.914642
14136.547852	-115.538506
14139.239502	-107.407097
14141.931152	-103.549873
14144.622803	-101.061333
14147.314453	-101.325676
14150.006104	-101.934669
14152.697754	-106.231628
14155.389404	-109.117111
14158.081055	-105.454384
14160.772705	-102.155228
14163.464355	-100.197891
14166.156006	-101.171074
14168.847656	-105.502998
14171.539307	-108.342659
14174.230957	-113.927238
14176.922607	-108.909676
14179.614258	-107.103249
14182.305908	-107.715775
14184.997559	-105.066895
14187.689209	-101.546753
14190.380859	-100.500153
14193.072510	-100.736244
14195.764160	-100.474060
14198.455811	-100.620850
14201.147461	-101.442696
14203.839111	-101.992943
14206.530762	-101.600060
14209.222412	-103.562416
14211.914062	-103.396355
14214.605713	-107.138138
14217.297363	-111.237007
14219.989014	-111.494446
14222.680664	-105.917931
14225.372314	-103.950600
14228.063965	-102.919708
14230.755615	-104.329834
14233.447266	-104.530846
14236.138916	-105.691422
14238.830566	-103.878952
14241.522217	-103.878777
14244.213867	-103.950729
14246.905518	-108.283318
14249.597168	-103.551384
14252.288818	-101.978622
14254.980469	-101.737167
14257.672119	-103.724243
14260.363770	-102.184837
14263.055420	-101.182129
14265.747070	-102.723076
14268.438721	-104.610329
14271.130371	-106.456085
14273.822021	-107.480804
14276.513672	-103.278961
14279.205322	-100.585976
14281.896973	-101.937454
14284.588623	-103.635300
14287.280273	-103.407608
14289.971924	-103.757545
14292.663574	-100.341072
14295.355225	-103.926285
14298.046875	-105.349258
14300.738525	-101.195084
14303.430176	-102.090286
14306.121826	-101.165489
14308.813477	-101.682556
14311.505127	-100.326263
14314.196777	-99.804649
14316.888428	-98.044319
14319.580078	-96.494522
14322.271729	-96.693687
14324.963379	-98.135574
14327.655029	-97.493164
14330.346680	-102.139900
14333.038330	-109.668343
14335.729980	-101.049934
14338.421631	-102.712029
14341.113281	-104.043350
14343.804932	-98.342567
14346.496582	-96.185974
14349.188232	-97.312340
14351.879883	-101.340065
14354.571533	-99.963303
14357.263184	-98.405327
14359.954834	-95.728333
14362.646484	-97.601418
14365.338135	-100.688934
14368.029785	-103.890823
14370.721436	-104.896339
14373.413086	-105.746666
14376.104736	-101.516075
14378.796387	-100.863815
14381.488037	-100.184563
14384.179688	-100.963875
14386.871338	-104.131554
14389.562988	-101.760483
14392.254639	-100.113258
14394.946289	-102.220154
14397.637939	-105.657478
14400.329590	-110.692696
14403.021240	-112.320030
14405.712891	-108.423920
14408.404541	-110.162254
14411.096191	-102.338127
14413.787842	-102.285759
14416.479492	-101.237610
14419.171143	-100.566734
14421.862793	-97.945381
14424.554443	-99.021332
14427.246094	-101.826035
14429.937744	-105.566124
14432.629395	-100.085403
14435.321045	-101.233635
14438.012695	-99.595383
14440.704346	-104.463806
14443.395996	-100.431976
14446.087646	-100.944908
14448.779297	-104.788307
14451.470947	-105.637718
14454.162598	-100.957451
14456.854248	-101.448959
14459.545898	-108.807884
14462.237549	-107.359459
14464.929199	-98.969086
14467.620850	-95.494316
14470.312500	-97.614700
14473.004150	-98.405052
14475.695801	-96.575729
14478.387451	-98.573372
14481.079102	-100.260353
14483.770752	-107.584747
14486.462402	-101.224648
14489.154053	-101.523361
14491.845703	-100.878242
14494.537354	-99.052559
14497.229004	-97.256599
14499.920654	-96.425285
14502.612305	-98.786713
14505.303955	-100.921974
14507.995605	-98.045967
14510.687256	-100.200333
14513.378906	-101.599968
14516.070557	-102.937714
14518.762207	-104.499496
14521.453857	-102.014328
14524.145508	-98.125702
14526.837158	-99.242592
14529.528809	-105.088120
14532.220459	-103.626335
14534.912109	-102.168617
14537.603760	-100.633514
14540.295410	-100.326653
14542.987061	-107.445061
14545.678711	-104.578514
14548.370361	-106.912537
14551.062012	-100.881332
14553.753662	-99.149612
14556.445312	-98.645187
14559.136963	-98.522804
14561.828613	-99.258713
14564.520264	-103.546623
14567.211914	-104.147339
14569.903564	-100.385475
14572.595215	-99.909607
14575.286865	-99.974579
14577.978516	-105.033401
14580.670166	-107.730072
14583.361816	-105.623306
14586.053467	-103.158852
14588.745117	-102.975288
